22, كَما اعْتَبَرَتْ مُنَظَمَةُ الْعَفْوِ الدَّوليَّةُ الْقَرارَ الْإِسْرائِيلِي غَيرَ قَانُونِيٍّ - وَيَجِبُ إِلْغاؤُهُ فَوراً
23, يَرْتَبِطُ الْوَرْدُ بَيْنَ النَّاسِ بِالصَّبَاحَاتِ وَالْمَسَاءَاتِ وَالْهَدَايَا وَالزِّيَارَاتِ - أَمَّا عِنْدَ أَهْلِ الطَّائِفِ فَهُوَ ارْتِبَاطٌ رُوحِيٌّ وَتَارِيخِيٌّ وَعِشْقٌ مُتَبَادَلٌ
24, يَسْقُونَهُ وَيَعْرِفُونَهُ كَمَا يَعْرِفُهُمْ - مِنْذُ الْقَرْنِ التَّاسِعِ الْهِجْرِيِّ
25, وَأَعْبَقُهَا مَا يُرْوَى مِنْ مِيَاهِ الْمَطَرِ - وَلَمْ يُؤْذِهِ قَرٌّ أَوْ حَرٌّ
26, وَفِي كُلِّ عَامٍ مِنْ مَوْسِمِ الْوَرْدِ الطَّائِفِيّْ - نِهَايَةَ مَارْسْ - آذَارَ - وَأَوَائِلَ أَبْرِيلْ - نِيسَانْ - تُرْوَى قِصَّةُ حُبٍّ بَيْنَهُ وَبَيْنَ أَهْلِهِ عَلَى قِمَمِ وَسُفُوحِ جِبَالِ الطَّائِفْ
27, وَتُعْرَفُ هَذِهِ الظَّاهِرَةُ بِـالْمَطَرِ الشِّهَابِيِّ أَوْالرَّخَّةِ الشِّهَابِيَّةِ
28, فَيَدْخُلُ مَدَارُ الْأَرْضِ فِي نِطَاقِ الذُّيولِ التُّرَابِيَّةِ لِلْمُذَنَّبِ
29, لَكِنَّ مَجْمُوعَةً مِنْ عُلَمَاءِ النَّفْسِ الْأَمِرِكِيِّينَ تَوَصَّلُوا لِسَبَبِ ذَلِكَ وَهُوَ أَنَّ دُمُوعَ الْفَرَحِ - قَدْ تَكُونُ طَرِيقَةَ الْجِسْمِ الصَّحِيحَةِ لِاسْتِعَادَةِ التَّوَازُنِ الْعَاطِفِيِّ - بِهَذِهِ التَّعْبِيرَاتِ
30, يَسْتَعِيدُ الْفَرَنْسِيُّ بَاتْرِيكْ مُودْيَانُو أَلْحَائِزُعَلَى جَائِزَةِ نُوبَلْ لِلْآدَابِ - أَلْفْيْنِ وَأَرْبَعَةَ عَشَرَ - فِي رِوَايَتِهِ - عُشْبُ اللَّيَالِي - صُورَةً حَالِكَةً لِبَارِيسَ أَثْنَاءَ الْحَرْبِ الْعَالَمِيَّةِ الثَّانِيَّةِ وَمَا تَلَاهَا
31, وَكَيْفَ تَحَوَّلَتْ مِنْ مَدِينَةٍ لِلْأَنْوَارِ إِلَى مَدِينَةٍ لِلْأَشْبَاحْ
32, أَلرَّاوِي جُون مُثَقَّفٌ بَارِيسِيٌّ مُسِنٌّ
33, لَعَلَّ الزَّمَنَ الْفَاصِلَ بَيْنَ الْمَرْحَلَتَيْنِ يُوَضِّحُ لَهُ مَا اسْتَعْصَى عَلَى فَهْمِهِ حِينَهَا
34, وَيُعَرِّفُ الْمُؤَشِّرُ الْعُبُودِيَّةَ الْحَدِيثَةَ - بِحَجْزِ الْحُرِّيَّةِ وَالْمَنْعِ مِنَ السَّفَرِ- وَمَنْعِ الْحُقُوقِ وَالْإِجْبَارِ عَلَى الْعَمَلِ - أَوِ الزَّوَاجِ أَوِ الِاسْتِعْبَادِ الْجِنْسِيِّ
35, وَكَانَ الْأَمْرُ يَبْدُو مَقْبُولاً لَوْ صَاحَبَهُ شَرْطُ إِجَادَةِ اللُّغَةِ الْعَرَبِيَّةِ
36, خَاصَّةً فِي التَّوْظِيفِ بِالْمُؤَسَّسَاتِ الْعَرَبِيَّةِ
37, إِلَى جَانِبِ إِهْمَالِ الْعَرَبِيَّةِ - بَلْ عَلَى حِسَابِ تَشْوِيهِهَا
38, أَمَّا فِي لُغَةِ التَّخَاطُبِ وَالْكَلَامِ فَحَدِّثْ وَلَا حَرَجْ
39, حَتَّى تَهَاوَتِ الْعَرَبِيَّةُ فِي مَرَجِ كَلَامِ الْمَقَاهِي وَالشَّارِعِ وَمُؤَسَّسَاتِ الْعَمَلِ
40, حَذَّرَتْ دِرَاسَةٌ بَاكِسْتَانِيَّةٌ حَدِيثَةٌ مِنْ أَنَّ الْأَعْشَابَ الطِّبِّيَّةَ قَدْ تَحْوِي سُمُوماً - وَفِطْرِيَّاتٍ تُسَبِّبُ أَمْرَاضاً قَاتِلَةً
41, وَعَثَرُوا عَلَى فِطْرِيَّاتٍ وَمُرَكَّبَاتٍ سَامَّةٍ فِي تِسْعِينَ بِالْمِئَةِ مِنَ العَّيِّنَاتِ
42, الْبُوسْنَة هِيَ الْحَرْبُ وَالْمَجَازِرُ وَالتَّطْهِيرُ الْعِرْقِيُّ
43, هَذَا مَا يَتَبَادَرُ إِلَى الْأَذْهَانِ عِنْدَمَا تُذْكَرُ
44, لَكِنَّ النَّاسَ يُغْفِلُونَ حَقِيقَةَ أَنَّ هَذِهِ الْبِلَادَ كَانَتْ مَرْكَزاً لِلثَّقَافَةِ وَالْفَنِّ فِي عَهْدِ الْإِتِّحَادِ الْيُوغُسْلَافِيِّ السَّابِقِ
45, لَدَيْنَا دَارُ أُوبِّرَا كَانَ فِيهَا أَفْضَلُ مُغَنِّي الْأُوبّرَا فِي الْعَالَمِ رَغْمَ صِغَرِ حَجْمِهَا
46, مُغَنِّيَةُ الْأُوبِّرَا الْبُوسْنِيَّةُ الْعَالَمِيَّةُ وَمُدَرِّسَةُ الْغِنَاءِ فِي أَكَادِيمِيَةِ الْمُوسِيقَى - بِالْعَاصِمَةِ سَرَايِيفُو
47, أَلَّتِي هَرَبَ إِلَيْهَا مِنْ زَغْرِبْ وَبَلْغرَادْ عَدَدٌ كَبِيرٌ مِنْ أَبْرَزِ فَنَّانِي يُوغُسْلَافْيَا السَّابِقَةِ - بِسَبَبِ اتِّجَاهَاتِهِمْ السِّيَاسِيَّةِ فِي الْحِقْبَةِ الشُّيُوعِيَّةِ
48, ثَلَاثَةُ أَرْبَاعِهِمْ نِسَاءٌ
49, وَكَانَتِ النَّتَائِجُ الَّتِي خَلَصَتْ إِلَيْهَا مُذْهِلَةٌ
50, عَلَى حَدِّ قَوْلِ الْبَاحِثَةِ
51, وَهِيَ ظَاهِرَةٌ عَالَمِيَّةٌ طَفَتْ عَلَى السَّطْحِ بِقُوَّةٍ مُنْذُ سِتِّينِيَّاتِ الْقَرْنِ الْمَاضِي
52, مُسَبِّبَةً خَسَائِرَ بَشَرِيَّةً وَاقْتِصَادِيَّةً وَبِيئِيَّةً فَادِحَةً
53, وَتُشَكِّلُ نِسْبَةُ الْمَسَاحَاتِ الْمُتَصَحِّرَةِ وَالْأَرَاضِي الْقَاحِلَةِ فِي الْمَنْطِقَةِ - حوَالَيْ ثَمَانِيَةٍ وَثَمانِينَ بِالْمِئَةِ مِنْ إِجْمَالِيِّ الْمَسَاحَةِ الْكُلِّيَّةِ
54, أَيْ حَوَالِيْ ثَمَانِيَةٍ وَعِشْرينَ بِالْمِئَةِ مِنْ إِجْمَالِيِّ الْمَنَاطِقِ الْمُتَصَحِّرَةِ - عَلَى مُسْتَوَى الْعَالَمْ
55, وَكَانَ مَارْكِيزُ قَدْ كَافَحَ لِسَنَوَاتٍ كَيْ يَصْنَعَ اسْمَهُ رِوَائِيّاً
56, فَنَشَرَ قِصَصاً وَمَقَالَاتٍ وَعِدَّةَ رِوَايَاتٍ قَصِيرَةٍ فِي الْخَمْسِينِيَّاتِ وَالسِّتِّينِيَّاتِ
57, تَضَمَّنَتْ لَائِحَةُ أَقْوَى مِئَةِ شَخْصِيَّةٍ مُؤَثِّرَةٍ فِي الْعَالَمِ لِهَذَا الْعَامِ - واحِدَةٌ وَأَرْبَعينَ امْرَأَةً مِنْ أَصْلِ مِئَةٍ
58, وَالنَّاشِطَةُ الْبَاكِسْتَانِيَّةُ مَلَالا يُوسُفْ زَاي
59, كَمَا تَضَمَّنَتْ اللَّائِحَةُ رَئِيسَةَ تْشِيلِي
60, قَالَ عُلَمَاءُ حَفْرِيَّاتٍ مِنَ الْأَرْجَنْتِينَ إِنَّهُمْ عَثَرُوا عَلَى أُحْفُورِيَّاتٍ يَعْتَقِدُونَ أَنَّهَا - تَعُودُ لِأَضْخَمِ دِينَاصُورٍ عَاشَ عَلَى سَطْحِ الْأَرْضِ عَلَى الْإِطْلَاقْ
61, وَطُولُهُ مِنْ رَأْسِهِ إِلَى طَرَفِ ذَيْلِهِ أَرْبَعِينَ مِتْراً
62, وَعَاشَ قَبْلَ خَمْسَةٍ وَتِسْعينَ مِلْيُونَ سَنَةٍ خِلَالَ أَوَاخِرِ الْعَصْرِ الطَّبَاشِيرِي
63, وَعَثَرَ الْعُلَمَاءُ عَلَى تِلْكَ الْأُحْفُورِيَّاتِ فِي مِزْرَعَةٍ لِعَائِلَةٍ رِيفِيَّةٍ - فِي مَنْطِقَةِ بَاتَاغُونْيَا - أَلْأَرْجَنْتِينِيَّةِ
64, كانَ الْأَمَلُ مَعْقُوداً عَلَى أَنْ تَكُونَ ثَوْرَاتُ الرَّبِيعِ الْعَرَبِيِّ فَاتِحَةَ خَيْرٍ لِتَحْقِيقِ - دِيمُقْرَاطِيَّاتٍ رَاسِخَةٍ فِي الْمُجْتَمَعَاتِ الْعَرَبِيَّةِ
65, يُعَالِجُ مَا كَرَّسَتْهُ دِكْتَاتُورِيَّةُ النُّظُمِ الْعَرَبِيَّةِ عَلَى مَدَارِ الْعُقُودِ الْمَاضِيَةِ
66, وَرِعَايَةٍ صِحِّيَّةٍ تُحَقِّقُ حَيَاةً أَوْفَرَ حَظّاً فِي الْقَضَاءِ عَلَى الْأَمْرَاضِ الْمُزْمِنَةِ
67, إِلَّا أَنَّ الثَّوْرَاتِ الْمُضَادَّةِ فِي دُوَلِ الرَّبِيعِ الْعَرَبِيِّ
68, جَعَلَتْ حُلْمَ شُعُوبِ تِلْكَ الدُّوَلِ يَتَوَارَى بَعْضَ الشَّيْءِ
69, وَمِنَ الْمُنْتَظَرِ أَنْ يَلْتَقِيَ فِي عَمَّانَ قِيَادَاتٍ دِينِيَّةً إِسْلَامِيَّةً وَمَسِيحِيَّةً
70, وَوَجَّهَ الْبَابَا فرانْشِيسْكُو دَعْوَةً إِلَى إِيجَادِ حَلٍّ سِلْمِيٍّ لِلنِّزَاعِ فِي سُورِيَا - وَحَلٍّ عَادِلٍ لِلصِّرَاعِ الْإِسْرَائِيلِيِّ الْفِلَسْطِينِيّْ
71, وَيَضُمُّ الْمَعْرِضُ نُسَخاً نَادِرَةً مِنَ الْمَصَاحِفِ الْمُذَهَّبَةِ
72, وَأُخْرَى مَخْطُوطَةً لَا يَتَجَاوَزُ حَجْمُهَا كَفَّ الْيَدِ
73, وَأُخْرَى كَبِيرَةً تَزِيدُ مِسَاحَةُ ضِلْعِ الصَّفْحَةِ فِيهَا عَنْ خَمْسَةٍ - وَسِتِّينَ سَنْتِمِتْراً
74, فَضْلاً عَنْ نُسَخٍ مُتَرْجَمَةٍ لِمَعَانِي الْقُرْآنِ - كُتِبَتْ بِحُرُوفِ بْرِيلْ الْإِنْجلِيزِيَّةِ لِلْقُرَّاءِ الْمَكْفُوفِينْ
75, يُوَاجِهُ مُعْتَنِقُو الْإِسْلَامِ الْجُدُدُ صُعُوبَاتٍ فِي الصِّيَامِ نَظَراً لِطُولِ فَتْرَةِ النَّهَارِ- خِلَالَ شَهْرِ رَمَضَانَ الَّتِي تَصِلُ إِلَى ثَمَانِيَ عَشْرَةَ سَاعَةً فِي الْيَوْمْ
76, أَظْهَرَتْ دِرَاسَةٌ حَدِيثَةٌ أَجْرَتْهَا جَامِعَةُ سَارْلانْدْ أَلْأَلْمَانِيَّةُ - أَنَّ اسْتِخْدَامَ التُّكْنُولُوجْيَا دَاخِلَ قَاعَاتِ الدَّرْسِ يُؤَدِّي إِلَى تَشْتِيتِ انْتِبَاهِ الطَّالِبِ - بَدَلَ مُسَاعَدَتِهِ عَلَى التَّرْكِيزِ وَتَسْجِيلِ الْمُلَاحَظَاتِ الدِّرَاسِيَّةِ
77, لِتَصَفُّحِ الْإِنْتِرْنِتْ أَثْنَاءَ الدَّرْسِ - وَمُمَارَسَةِ أَنْشِطَةٍ لَيْسَ لَهَا أَيُّ عَلَاقَةٍ بِمَوْضُوعِ الْمُحَاضَرَةِ أَوِ الدَّرْسِ
78, تَكْثُرُ الْإِصَابَةُ بِالْإِنْفِلْوَنْزَا خِلَالَ فَصْلَي الْخَرِيفِ وَالشِّتَاءِ
79, وَبِالتَّالِي يُسَاعِدُ عَلَى إِطْفَاءِ الْعَطَشِ وَعَلَى الشُّعُورِ بِالشِّبَعِ
80, فَهُوَ يُؤْكَلُ طَازِجاً أَوْ مُقَطَّعاً
81, كَمَا يَدْخُلُ فِي تَحْضِيرِ السَّلَطَةِ الْخَضْرَاءِ
82, شَكَّلَ بَيْتُ الْعَنْكَبُوتِ نَمُوذَجاً لِمَدِينَةٍ تَعْتَمِدُ عَلَى الْأَشْكَالِ الْهَنْدَسِيَّةِ الْمُتَنَاظِرَةِ - وَتَرْتَكِزُ عَلَى مُرَاعَاةِ ثَلَاثَةِ عَنَاصِرَ أَسَاسِيَّةٍ تَتَعَلَّقُ بِاخْتِيَارِ الْمَكَانِ - وَطَرِيقَةِ الْبِنَاءِ وَالْمَوَّادِّ الْمُسْتَعْمَلَةِ وَالشَّكْلِ الْمُتَوَازِنِ
83, أَعْلَنَ وَزِيرُ الْأَعْمَالِ الْبَرِيطَانِيُّ فِينْسْ كَبِلْ - أَنَّ وِزَارَتَهُ أَعْطَتِ الضَّوْءَ الْأَخْضَرَ لِهَذَا النَّوْعِ مِنَ السَّيَّارَاتِ - لِلسَّيْرِ فِي الشَّوَارِعِ ابْتِدَاءً مِنْ يَنايِرْ - كانونَ الثَّاني - أَلفَيْنِ وَخَمْسَةَ عَشَر
84, وَقَالَ كِيبْلْ - إِنَّ الْحُكُومَةَ البرِيطَانِيَّةَ سَتَشْرَعُ فِي إِدْخَالِ تَعْدِيلَاتٍ عَلَى الْقَوَانِينِ - بِمَا يَسْمَحُ بِتَسْيِيرِ هَذِهِ السَّيَّارَاتِ فِي الشَّوَارِعِ الْعَامَّةِ
85, وَقَدْ أَثَارَ هَذَا الْقَرَارُ زَوْبَعَةً مِنَ الْإِانْتِقَادَاتِ بَيْنَ صُفُوفِ الْمُعَارَضَةِ التُّرْكِيَّةِ
86, أَلَّتِي اتَّهَمَتْ أَرْدُوغَان بِانْتِهَاكِ الْقَوَانِينِ وَتَبْذِيرِ أَمْوَالِ الشَّعْبِ لِبِنَاءِ سُلْطَةٍ لِنَفْسِهِ
87, إِلَّا أَنَّ مُؤَيِّدِي الرَّئِيسِ يَعْتَبِرُونَ الْقَصْرَ الرِّئَاسِيَّ الْجَدِيدَ مَفْخَرَةً لِلشَّعْبِ التُّرْكِيِّ - وَتَجْسِيداً لِشِعَارِ تُرْكِيَا الْجَدِيدَة
88, عَرَضَتِ الْفَنَّانَةُ التُّرْكِيَّةُ إِيدَا أَوْزْكَانْ مَسَاءَ أَمْسِ لَوْحَاتٍ لِفَنِّ الْإِبْرُو - أَلرَّسْمُ عَلَى الْمَاءِ - فِي مُتْحَفِ مَحْمُودْ دَرْوِيشْ بِمَدِينَةِ رَامَ الله بِالضِّفَّةِ الْغَرْبِيَّةِ - بِحُضُورٍ رَسْمِيٍّ وَشَعْبِيٍّ
89, وشَمِلَ الْمَعْرَضُ لَوْحَاتٍ فَنِّيَّةً مِنْ رَسْمِ أَوْزْكَانْ
90, وَوَقَفَ الْحُضُورُ دَقِيقَةَ صَمْتٍ حِدَاداً عَلَى ضَحَايَا الْهُجُومِ فِي السَّاعَةِ الثَّامِنَةِ وَالرُّبْعِ صَبَاحاً - بِالتَّوْقِيتِ الْمَحَلِّيِّ
91, وَهِيَ اللَّحْظَةُ الَّتِي أُلْقِيَتْ فِيهَا الْقُنْبُلَةُ الْأَمِرِكِيَّةُ عَلَى الْمَدِينَةِ
92, وَهُوَ مَا سَيُسَاعِدُهُمْ عَلَى الْإِقْتِنَاعِ بِضَرَوْرَةِ التَّخَلِّي بِشَكلٍ عَاجِلٍ عَنْ هَذَا السِّلَاحِ الشَّيْطَانِيِّ
93, مِمَّا يَجْعَلُ تَأْثِيرَهُ عَلَى الصِّحَّةِ مُشَابِهاً لِتَأْثِيرِ الْيُوغَا
94, وَتَوَصَّلَ الْبَاحِثُ الْمُوسِيقِيُّ الْأَلْمَانِيُّ - غُونْثْرْ كْرُويْتْسْ - إِلَى هَذِهِ النَّتِيجَةِ بَعْدَ إِجْرَائِهِ تَجْرِبَةً - عَلَى مَجْمُوعَةِ مُغَنِّينَ فِي جَوْقَةٍ مُوسِيقِيَّةٍ
95, وَنَصَحَتِ الدِّرَاسَةُ بِمُمَارَسَةِ الْغِنَاءِ حَتَّى وَإِنْ لَمْ يَكُنْ بِشَكْلٍ مُتْقَنٍ
96, وَأَكَّدَتْ أَنَّ الْغِنَاءَ ضِمْنَ مَجْمُوعَاتٍ لَهُ فَعَّالِيَّةٌ أَكْثَرُ مِنَ الْغِنَاءِ الْمُنْفَرِدِ
97, يُعْرَضُ الْقِيثارُ الْكَهْرَبَائِيُّ الَّذِي عَزَفَ عَلَيْهِ جُونْ لِينُون عِنْدَمَا كَانَ عُضْواً - فِي فِرْقَةِ الْبِيتِلْز - أُغْنِيَةَ بِيبَرْبَاك رَايْتَر - فِي مَلْعَبِ آبِي رُودْ - عَامَ أَلْفٍ وَتِسْعِ مِئَةٍ وَسِتَّةٍ وَسُتُّونَ - لِلْبَيْعِ فِي مَزَادٍ عَلَنِيٍّ الْيَوْمَ الْأَحَدَ - لِلْأَشْيَاءِ التَّذْكَارِيَّةِ الْمُتَعَلِّقَةِ بِمُوسِيقَى الرُّوك - آنْد رُولْ - فِي لَنْدُنْ
98, وَهُوَ مِنْ نَوْعِ جْرِيتْشْ سِتَّةُ آلافٍ وَمِئَةٌ وَعِشْرونَ شِيتْ - أَتْكِينْزْ نَاشْفِيلْ
99, بِأَنَّهُ وَاحِدٌ مِنْ أَهَمِّ آلَاتِ الْقِيثارِ الْخَاصَّةِ بِجُون لِينُونْ - الَّتِي تُطْرَحُ فِي السُّوقِ فِي الْأَعْوَامِ الثَّلَاثِينَ الْمَاضِيَّةِ
100, وَهُوَ أَنَّ الْحَيَاةَ الزَّوْجِيَّةَ تُسْهِمُ فِي الْمُحَافَظَةِ عَلَى ضَغْطِ دَمٍ سَلِيمٍ - وَعَلَى الْأَخَصِّ عِنْدَ الرِّجَالِ
101, تَهْدِفُ هَذِهِ الْمَدْرَسَةُ إِلَى تَعْزِيزِ حُبِّ الْإِسْلَامِ وَحُبِّ الْوَطَنِ لَدَى التَّلَامِيذِ
102, وَيُوجَدُ بِهَا مُعَلِّمُونَ مُتَخَصِّصُونَ فِي اللُّغَةِ الْعَرَبِيَّةِ وَالتَّرْبِيَّةِ الْإِسْلَامِيَّةِ
103, وقَالُوا إِنَّها تَحْتَوِي عَلَى أَخْطَاءٍ وَمُغَالَطَاتٍ وَتَحْرِيفَاتٍ - قَدْ تُضَلِّلُ صُنَّاعَ الْقَرَارِ عِنْدَ تَقْدِيرِ مَدَى جَدْوَى وَفَوَائِدِ السَّجَائِرِ الْإِلْكْترُونِيَّةِ
104, وَهُوَ مَا قَدْ يَضَعُ صُنَّاعَ الْقَرَارِ وَالْعَامَّةِ فِي خَطَرِ إِغْفَالِ فَوَائِدِهَا الصِّحِّيَّةِ
105, وَبَيْنَمَا يَخْشَى بَعْضُ الْخُبَرَاءِ أَنْ تُؤَدِّيَ السَّجَائِرُل أَلْإِلِكْترُونِيَّةُ إِلَى إِدْمَانِ النِّيكُوتِينِ - وَتَكُونَ بِدَايَةً لِتَدْخِينِ التِّبْغِ
106, كَشَفَ تَقْرِيرٌ صَادِرٌ عَنِ الْمُنَظَّمَةِ الْعَالَمِيَّةِ لِلْأَرْصَادِ الجَّوِّيَّةِ - أَنَّ طَبَقَةَ الْأُوزُونَ الَّتِي تَحْمِي الْأَرْضَ مِنْ إِشْعَاعَاتِ الشَّمْسِ الضَّارَّةِ الْمُسَبِّبَةِ لِلسَّرَطَانْ
107, وَأَنَّ ثُقْبَ الْأُوزُونْ فِي طَرِيقِهِ إِلَى الْإِخْتِفَاءِ وَالْإِنْغِلَاقِ عَامَ أَلْفَيْنِ وَخَمْسِينْ
108, يَدِينُ الْفَرِيقُ الْكَاتَالُونِيُّ بِفَوْزِهِ إِلَى نَجْمِهِ الْبَدِيلِ الدَّوْلِيِّ الْبَرَازِيلِيِّ - نِيمَارَ الَّذِي سَجَّلَ الْهَدَفَ الْأَوَّلَ فِي الدَّقِيقَةِ التَّاسِعَةِ وَالسَّبْعِينَ - مُسْتَغِلّاً كُرَةً عَلَى طَبَقٍ مِنْ ذَهَبٍ مِنْ صَانِعِ الْأَلْعَابِ الدَّوْلِيِّ الْأَرْجَنْتِينِيّْ - لِيُونِيلْ مِيسِّي - عِنْدَ حَافَّةِ الْمَنْطِقَةِ - فَهَيَّأَهَا لِنَفْسِهِ بِيُمْنَاهُ وَتَابَعَهَا بِيُسْرَاهُ عَلَى يَسَارِ الْحَارِسِ
109, وَأَضَافَ الْهَدَفَ الثَّانِيَ فِي الدَّقِيقَةِ الرَّابِعَةِ وَالثَّمانينَ - إِثْرَ تَمْرِيرَةٍ عَرْضِيَّةٍ مِنَ الْبَرْغُوثِ الْأَرْجَنْتِينِيِّ مِنَ الْجِهَةِ الْيُمْنَى - فَهَيَّأَهَا لِنَفْسِهِ أَيْضاً بِيُمْنَاهُ وَسَدَّدَهَا عَلَى يَسَارِ الْحَارِسِ
110, بَعْدَ تَأَخُّرِ انْطِلَاقِهِ نَحْوَ عَشْرَةِ أَيَّامٍ
111, وَتَتَضَمَّنُ حَفَلَاتٍ لِمُوسِيقَى الْجَازِ يُحْيِيهَا فَنَّانُونَ تُونِسِيُّونَ وَأَجَانِبَ
